"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"    As an API consumer
    I want to authenticate via the login API endpoint
    So that I can receive a valid token for subsequent API calls","367","API login fails with missing password","","Tue May 26 06:05:18 UTC 2026","passed","Tue May 26 06:05:18 UTC 2026","","Customer Login - API Tests","API login fails with missing password",""
"    As a registered customer of the E-Commerce platform
    I want to be able to log in to my account
    So that I can access my account dashboard and manage my orders","4583","Successful login using test data file","","Tue May 26 06:05:49 UTC 2026","passed","Tue May 26 06:05:53 UTC 2026","","Customer Login - UI Tests","Successful login using test data file",""
"    As an API consumer
    I want to authenticate via the login API endpoint
    So that I can receive a valid token for subsequent API calls","366","API login fails with missing email","","Tue May 26 06:05:17 UTC 2026","passed","Tue May 26 06:05:18 UTC 2026","","Customer Login - API Tests","API login fails with missing email",""
"    As an API consumer
    I want to authenticate via the login API endpoint
    So that I can receive a valid token for subsequent API calls","8430","Successful API login returns token","","Tue May 26 06:05:09 UTC 2026","passed","Tue May 26 06:05:17 UTC 2026","","Customer Login - API Tests","Successful API login returns token",""
"    As a registered customer of the E-Commerce platform
    I want to be able to log in to my account
    So that I can access my account dashboard and manage my orders","4540","Login fails with various invalid inputs","","Tue May 26 06:05:32 UTC 2026","passed","Tue May 26 06:05:36 UTC 2026","","Customer Login - UI Tests","Login fails with various invalid inputs",""
"    As an API consumer
    I want to authenticate via the login API endpoint
    So that I can receive a valid token for subsequent API calls","363","API login fails with invalid credentials","","Tue May 26 06:05:17 UTC 2026","passed","Tue May 26 06:05:17 UTC 2026","","Customer Login - API Tests","API login fails with invalid credentials",""
"    As a registered customer of the E-Commerce platform
    I want to be able to log in to my account
    So that I can access my account dashboard and manage my orders","4042","Login fails with various invalid inputs","","Tue May 26 06:05:28 UTC 2026","passed","Tue May 26 06:05:32 UTC 2026","","Customer Login - UI Tests","Login fails with various invalid inputs",""
"    As a registered customer of the E-Commerce platform
    I want to be able to log in to my account
    So that I can access my account dashboard and manage my orders","4845","Successful login with valid credentials","","Tue May 26 06:05:18 UTC 2026","passed","Tue May 26 06:05:23 UTC 2026","","Customer Login - UI Tests","Successful login with valid credentials",""
"    As a registered customer of the E-Commerce platform
    I want to be able to log in to my account
    So that I can access my account dashboard and manage my orders","4462","Login fails with various invalid inputs","","Tue May 26 06:05:36 UTC 2026","passed","Tue May 26 06:05:41 UTC 2026","","Customer Login - UI Tests","Login fails with various invalid inputs",""
"    As a registered customer of the E-Commerce platform
    I want to be able to log in to my account
    So that I can access my account dashboard and manage my orders","3559","Login page elements are displayed correctly","","Tue May 26 06:05:45 UTC 2026","passed","Tue May 26 06:05:49 UTC 2026","","Customer Login - UI Tests","Login page elements are displayed correctly",""
"    As a registered customer of the E-Commerce platform
    I want to be able to log in to my account
    So that I can access my account dashboard and manage my orders","4055","Login fails with various invalid inputs","","Tue May 26 06:05:41 UTC 2026","passed","Tue May 26 06:05:45 UTC 2026","","Customer Login - UI Tests","Login fails with various invalid inputs",""
"    As a registered customer of the E-Commerce platform
    I want to be able to log in to my account
    So that I can access my account dashboard and manage my orders","4707","Login fails with invalid credentials","","Tue May 26 06:05:23 UTC 2026","passed","Tue May 26 06:05:28 UTC 2026","","Customer Login - UI Tests","Login fails with invalid credentials",""
