"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"    As a registered customer of the E-Commerce platform
    I want to be able to log in to my account
    So that I can access my account dashboard and manage my orders","3177","Login fails with various invalid inputs","","Mon May 25 06:26:45 UTC 2026","passed","Mon May 25 06:26:49 UTC 2026","","Customer Login - UI Tests","Login fails with various invalid inputs",""
"    As a registered customer of the E-Commerce platform
    I want to be able to log in to my account
    So that I can access my account dashboard and manage my orders","3900","Login fails with invalid credentials","","Mon May 25 06:26:30 UTC 2026","passed","Mon May 25 06:26:34 UTC 2026","","Customer Login - UI Tests","Login fails with invalid credentials",""
"    As a registered customer of the E-Commerce platform
    I want to be able to log in to my account
    So that I can access my account dashboard and manage my orders","2833","Login page elements are displayed correctly","","Mon May 25 06:26:49 UTC 2026","passed","Mon May 25 06:26:51 UTC 2026","","Customer Login - UI Tests","Login page elements are displayed correctly",""
"    As an API consumer
    I want to authenticate via the login API endpoint
    So that I can receive a valid token for subsequent API calls","488","API login fails with missing email","","Mon May 25 06:26:25 UTC 2026","passed","Mon May 25 06:26:26 UTC 2026","","Customer Login - API Tests","API login fails with missing email",""
"    As a registered customer of the E-Commerce platform
    I want to be able to log in to my account
    So that I can access my account dashboard and manage my orders","3616","Successful login using test data file","","Mon May 25 06:26:51 UTC 2026","passed","Mon May 25 06:26:55 UTC 2026","","Customer Login - UI Tests","Successful login using test data file",""
"    As a registered customer of the E-Commerce platform
    I want to be able to log in to my account
    So that I can access my account dashboard and manage my orders","3452","Login fails with various invalid inputs","","Mon May 25 06:26:34 UTC 2026","passed","Mon May 25 06:26:38 UTC 2026","","Customer Login - UI Tests","Login fails with various invalid inputs",""
"    As a registered customer of the E-Commerce platform
    I want to be able to log in to my account
    So that I can access my account dashboard and manage my orders","3548","Login fails with various invalid inputs","","Mon May 25 06:26:42 UTC 2026","passed","Mon May 25 06:26:45 UTC 2026","","Customer Login - UI Tests","Login fails with various invalid inputs",""
"    As an API consumer
    I want to authenticate via the login API endpoint
    So that I can receive a valid token for subsequent API calls","386","API login fails with invalid credentials","","Mon May 25 06:26:25 UTC 2026","passed","Mon May 25 06:26:25 UTC 2026","","Customer Login - API Tests","API login fails with invalid credentials",""
"    As an API consumer
    I want to authenticate via the login API endpoint
    So that I can receive a valid token for subsequent API calls","6345","Successful API login returns token","","Mon May 25 06:26:19 UTC 2026","passed","Mon May 25 06:26:25 UTC 2026","","Customer Login - API Tests","Successful API login returns token",""
"    As a registered customer of the E-Commerce platform
    I want to be able to log in to my account
    So that I can access my account dashboard and manage my orders","4142","Successful login with valid credentials","","Mon May 25 06:26:26 UTC 2026","passed","Mon May 25 06:26:30 UTC 2026","","Customer Login - UI Tests","Successful login with valid credentials",""
"    As a registered customer of the E-Commerce platform
    I want to be able to log in to my account
    So that I can access my account dashboard and manage my orders","4055","Login fails with various invalid inputs","","Mon May 25 06:26:38 UTC 2026","passed","Mon May 25 06:26:42 UTC 2026","","Customer Login - UI Tests","Login fails with various invalid inputs",""
"    As an API consumer
    I want to authenticate via the login API endpoint
    So that I can receive a valid token for subsequent API calls","347","API login fails with missing password","","Mon May 25 06:26:26 UTC 2026","passed","Mon May 25 06:26:26 UTC 2026","","Customer Login - API Tests","API login fails with missing password",""
