"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"    As a registered customer of the E-Commerce platform
    I want to be able to log in to my account
    So that I can access my account dashboard and manage my orders","3905","Login fails with invalid credentials","","2026-08-01","passed","2026-08-01","","Customer Login - UI Tests","Login fails with invalid credentials",""
"    As a registered customer of the E-Commerce platform
    I want to be able to log in to my account
    So that I can access my account dashboard and manage my orders","4335","Login fails with various invalid inputs","","2026-08-01","passed","2026-08-01","","Customer Login - UI Tests","Login fails with various invalid inputs",""
"    As a registered customer of the E-Commerce platform
    I want to be able to log in to my account
    So that I can access my account dashboard and manage my orders","3882","Login fails with various invalid inputs","","2026-08-01","passed","2026-08-01","","Customer Login - UI Tests","Login fails with various invalid inputs",""
"    As a registered customer of the E-Commerce platform
    I want to be able to log in to my account
    So that I can access my account dashboard and manage my orders","3874","Login fails with various invalid inputs","","2026-08-01","passed","2026-08-01","","Customer Login - UI Tests","Login fails with various invalid inputs",""
"    As a registered customer of the E-Commerce platform
    I want to be able to log in to my account
    So that I can access my account dashboard and manage my orders","3477","Login page elements are displayed correctly","","2026-08-01","passed","2026-08-01","","Customer Login - UI Tests","Login page elements are displayed correctly",""
"    As an API consumer
    I want to authenticate via the login API endpoint
    So that I can receive a valid token for subsequent API calls","478","API login fails with invalid credentials","","2026-08-01","passed","2026-08-01","","Customer Login - API Tests","API login fails with invalid credentials",""
"    As a registered customer of the E-Commerce platform
    I want to be able to log in to my account
    So that I can access my account dashboard and manage my orders","4316","Login fails with various invalid inputs","","2026-08-01","passed","2026-08-01","","Customer Login - UI Tests","Login fails with various invalid inputs",""
"    As a registered customer of the E-Commerce platform
    I want to be able to log in to my account
    So that I can access my account dashboard and manage my orders","4267","Successful login using test data file","","2026-08-01","passed","2026-08-01","","Customer Login - UI Tests","Successful login using test data file",""
"    As a registered customer of the E-Commerce platform
    I want to be able to log in to my account
    So that I can access my account dashboard and manage my orders","4544","Successful login with valid credentials","","2026-08-01","passed","2026-08-01","","Customer Login - UI Tests","Successful login with valid credentials",""
"    As an API consumer
    I want to authenticate via the login API endpoint
    So that I can receive a valid token for subsequent API calls","21830","Successful API login returns token","","2026-08-01","passed","2026-08-01","","Customer Login - API Tests","Successful API login returns token",""
"    As an API consumer
    I want to authenticate via the login API endpoint
    So that I can receive a valid token for subsequent API calls","455","API login fails with missing password","","2026-08-01","passed","2026-08-01","","Customer Login - API Tests","API login fails with missing password",""
"    As an API consumer
    I want to authenticate via the login API endpoint
    So that I can receive a valid token for subsequent API calls","456","API login fails with missing email","","2026-08-01","passed","2026-08-01","","Customer Login - API Tests","API login fails with missing email",""
