"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"    As a registered customer of the E-Commerce platform
    I want to be able to log in to my account
    So that I can access my account dashboard and manage my orders","3864","Successful login using test data file","","2026-09-06","passed","2026-09-06","","Customer Login - UI Tests","Successful login using test data file",""
"    As a registered customer of the E-Commerce platform
    I want to be able to log in to my account
    So that I can access my account dashboard and manage my orders","3387","Login fails with invalid credentials","","2026-09-06","passed","2026-09-06","","Customer Login - UI Tests","Login fails with invalid credentials",""
"    As an API consumer
    I want to authenticate via the login API endpoint
    So that I can receive a valid token for subsequent API calls","658","API login fails with invalid credentials","","2026-09-06","passed","2026-09-06","","Customer Login - API Tests","API login fails with invalid credentials",""
"    As an API consumer
    I want to authenticate via the login API endpoint
    So that I can receive a valid token for subsequent API calls","648","API login fails with missing password","","2026-09-06","passed","2026-09-06","","Customer Login - API Tests","API login fails with missing password",""
"    As an API consumer
    I want to authenticate via the login API endpoint
    So that I can receive a valid token for subsequent API calls","16656","Successful API login returns token","","2026-09-06","passed","2026-09-06","","Customer Login - API Tests","Successful API login returns token",""
"    As a registered customer of the E-Commerce platform
    I want to be able to log in to my account
    So that I can access my account dashboard and manage my orders","3360","Login fails with various invalid inputs","","2026-09-06","passed","2026-09-06","","Customer Login - UI Tests","Login fails with various invalid inputs",""
"    As an API consumer
    I want to authenticate via the login API endpoint
    So that I can receive a valid token for subsequent API calls","519","API login fails with missing email","","2026-09-06","passed","2026-09-06","","Customer Login - API Tests","API login fails with missing email",""
"    As a registered customer of the E-Commerce platform
    I want to be able to log in to my account
    So that I can access my account dashboard and manage my orders","2860","Login page elements are displayed correctly","","2026-09-06","passed","2026-09-06","","Customer Login - UI Tests","Login page elements are displayed correctly",""
"    As a registered customer of the E-Commerce platform
    I want to be able to log in to my account
    So that I can access my account dashboard and manage my orders","3638","Login fails with various invalid inputs","","2026-09-06","passed","2026-09-06","","Customer Login - UI Tests","Login fails with various invalid inputs",""
"    As a registered customer of the E-Commerce platform
    I want to be able to log in to my account
    So that I can access my account dashboard and manage my orders","3106","Login fails with various invalid inputs","","2026-09-06","passed","2026-09-06","","Customer Login - UI Tests","Login fails with various invalid inputs",""
"    As a registered customer of the E-Commerce platform
    I want to be able to log in to my account
    So that I can access my account dashboard and manage my orders","3491","Login fails with various invalid inputs","","2026-09-06","passed","2026-09-06","","Customer Login - UI Tests","Login fails with various invalid inputs",""
"    As a registered customer of the E-Commerce platform
    I want to be able to log in to my account
    So that I can access my account dashboard and manage my orders","7814","Successful login with valid credentials","","2026-09-06","passed","2026-09-06","","Customer Login - UI Tests","Successful login with valid credentials",""
