"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"    As an API consumer
    I want to authenticate via the login API endpoint
    So that I can receive a valid token for subsequent API calls","14331","Successful API login returns token","","2026-09-03","passed","2026-09-03","","Customer Login - API Tests","Successful API login returns token",""
"    As a registered customer of the E-Commerce platform
    I want to be able to log in to my account
    So that I can access my account dashboard and manage my orders","5716","Login page elements are displayed correctly","","2026-09-03","passed","2026-09-03","","Customer Login - UI Tests","Login page elements are displayed correctly",""
"    As a registered customer of the E-Commerce platform
    I want to be able to log in to my account
    So that I can access my account dashboard and manage my orders","4554","Login fails with various invalid inputs","","2026-09-03","passed","2026-09-03","","Customer Login - UI Tests","Login fails with various invalid inputs",""
"    As a registered customer of the E-Commerce platform
    I want to be able to log in to my account
    So that I can access my account dashboard and manage my orders","5140","Login fails with various invalid inputs","","2026-09-03","passed","2026-09-03","","Customer Login - UI Tests","Login fails with various invalid inputs",""
"    As a registered customer of the E-Commerce platform
    I want to be able to log in to my account
    So that I can access my account dashboard and manage my orders","7649","Successful login with valid credentials","","2026-09-03","passed","2026-09-03","","Customer Login - UI Tests","Successful login with valid credentials",""
"    As a registered customer of the E-Commerce platform
    I want to be able to log in to my account
    So that I can access my account dashboard and manage my orders","4829","Login fails with invalid credentials","","2026-09-03","passed","2026-09-03","","Customer Login - UI Tests","Login fails with invalid credentials",""
"    As a registered customer of the E-Commerce platform
    I want to be able to log in to my account
    So that I can access my account dashboard and manage my orders","6581","Login fails with various invalid inputs","","2026-09-03","passed","2026-09-03","","Customer Login - UI Tests","Login fails with various invalid inputs",""
"    As a registered customer of the E-Commerce platform
    I want to be able to log in to my account
    So that I can access my account dashboard and manage my orders","5928","Successful login using test data file","","2026-09-03","passed","2026-09-03","","Customer Login - UI Tests","Successful login using test data file",""
"    As an API consumer
    I want to authenticate via the login API endpoint
    So that I can receive a valid token for subsequent API calls","464","API login fails with invalid credentials","","2026-09-03","passed","2026-09-03","","Customer Login - API Tests","API login fails with invalid credentials",""
"    As a registered customer of the E-Commerce platform
    I want to be able to log in to my account
    So that I can access my account dashboard and manage my orders","4439","Login fails with various invalid inputs","","2026-09-03","passed","2026-09-03","","Customer Login - UI Tests","Login fails with various invalid inputs",""
"    As an API consumer
    I want to authenticate via the login API endpoint
    So that I can receive a valid token for subsequent API calls","459","API login fails with missing email","","2026-09-03","passed","2026-09-03","","Customer Login - API Tests","API login fails with missing email",""
"    As an API consumer
    I want to authenticate via the login API endpoint
    So that I can receive a valid token for subsequent API calls","454","API login fails with missing password","","2026-09-03","passed","2026-09-03","","Customer Login - API Tests","API login fails with missing password",""
